title,link,description
"Live Updates: E.U. Nears Ban on Russian Oil, as West’s Resolve Grows",https://www.nytimes.com/live/2022/04/29/world/ukraine-russia-war-news,"An oil embargo, expected to be difficult and costly to Europe, was considered unlikely when the war began. But positions have hardened, and NATO countries are sending more weapons to Ukraine and more troops to its neighbors."
"In Ukraine, A Body Bag and a Sister in Denial",https://www.nytimes.com/2022/04/29/world/europe/ukraine-war-casualties-grief.html,"The war in Ukraine is so big that it has shaken the world. But for a sister looking for her missing older brother, it was reduced to a visit to a morgue."
"They Survived the Holocaust. Now, They Are Fleeing to Germany.",https://www.nytimes.com/2022/04/29/world/europe/ukraine-holocaust-survivors-rescue-germany.html,"A complex operation is underway to evacuate Holocaust survivors from Ukraine. For rescuers and evacuees alike, it means confronting the past."
On the Trail of Russian War Crimes,https://www.nytimes.com/2022/04/29/world/europe/on-the-trail-of-russian-war-crimes.html,"Lyudmyla Denisova, Ukraine’s top human rights official, is determined to right historical wrongs and make sure Russians are held to account."
"During Ramadan, Palestinians Denied Access to Aqsa Mosque Turn to Smugglers",https://www.nytimes.com/2022/04/29/world/middleeast/israel-palestine-aqsa-mosque.html,"For Palestinian Muslims, praying at the Aqsa Mosque in Jerusalem is an important part of Ramadan. Those barred by Israel are finding ways to get there anyway."
Boris Becker Sentenced to Prison for Hiding Assets in Bankruptcy,https://www.nytimes.com/2022/04/29/world/europe/boris-becker-sentenced-bankruptcy.html,The former tennis champion was found guilty by a London court on charges related to his 2017 insolvency.
Ramadan Nights Provide Cherished Pause in Tense Sudan,https://www.nytimes.com/2022/04/28/world/africa/sudan-ramadan-protests.html,"“We come here to forget it all,” one young musician said during the daily end of the fast. “The heat, the electricity cuts, the protests. Here, at least, we can sing.”"
Millions of South Koreans Could Soon Get Younger (on Paper),https://www.nytimes.com/2022/04/29/world/asia/south-korea-age-yoon.html,"South Korea has three ways of calculating age, often adding a year or two to the international standard. The incoming president wants to change that."
"In Echo of Soviet Era, Russia’s Movie Theaters Turn to Pirate Screenings",https://www.nytimes.com/2022/04/29/movies/russia-movie-theaters-piracy.html,"In a Cold War throwback, some venues are showing bootleg versions after Hollywood studios pulled films from the country. Still, viewer numbers have tanked."
Ireland’s Census Collects Time Capsules to Be Opened in 100 Years,https://www.nytimes.com/2022/04/29/world/europe/ireland-census-time-capsule.html,The makers of the survey included a space for people to write or draw a message. The contents of these so-called time capsules will be revealed in 100 years.
"In El Salvador, the President Cracks Down on Civil Liberties",https://www.nytimes.com/2022/04/28/world/americas/el-salvador-bukele-gangs.html,"Much of the country’s population is willing to tolerate an autocratic leader, if it means that someone will finally solve their most pressing problem: gang violence."
A Woman’s Disappearance Sparks Outrage in Mexico Over Gender Violence,https://www.nytimes.com/2022/04/27/world/americas/debanhi-escobar-mexico.html,"The case of Debanhi Escobar, 18, in Monterrey has ignited a national outcry over the government’s failure to deliver justice for missing women."
Started Out as a Fish. How Did It End Up Like This?,https://www.nytimes.com/2022/04/29/science/tiktaalik-fish-fossil-meme.html,"A meme about the transitional fossil Tiktaalik argues that although we did emerge from the sea, we aren’t doing just fine."
Leader of E.U. Border Agency Departs After Accusations of Abuses During His Tenure,https://www.nytimes.com/2022/04/29/world/europe/frontex-eu-border-agency-fabrice-leggeri.html,"The head of the agency, which became emblematic of the bloc’s hardening migration policy, has faced mounting allegations of mismanagement, harassment and human rights abuses at Europe’s borders."
Beijing Closes Schools as It Tries to Contain an Outbreak,https://www.nytimes.com/2022/04/29/world/asia/beijing-covid-outbreak-schools.html,"The city is heading into a long holiday weekend, and officials are discouraging travel and unnecessary gatherings."
"In Ukraine War, a Long Journey Begins in Prosecuting Rape",https://www.nytimes.com/2022/04/29/us/politics/ukraine-rape-war-crimes.html,U.N. officials and human rights investigators are rushing more resources to authorities in Ukraine to help prosecute sex crimes.
"Anglo-Saxon Kings Made Sure to Eat Their Vegetables, Study Shows",https://www.nytimes.com/2022/04/29/world/europe/anglo-saxon-kings-diet.html,"Contrary to popular belief, the ruling classes gorged on meat only on rare occasions, according to an analysis of more than 2,000 skeletons buried during medieval times."
Vaccines for Young Children,https://www.nytimes.com/2022/04/29/briefing/vaccines-kids-moderna-pfizer.html,The federal government is telling us two different stories.
Solar Industry ‘Frozen’ as Biden Administration Investigates China,https://www.nytimes.com/2022/04/29/climate/solar-industry-imports.html,More than 300 solar projects in the United States have been canceled or delayed in recent weeks because of an investigation by the Commerce Department.
Ukraine Identifies Russian Soldiers in Bucha Atrocities,https://www.nytimes.com/2022/04/29/world/europe/bucha-russian-soliders-atrocities.html,"In the first detailed set of allegations since the invasion, Ukrainian officials published the names and photos of Russian soldiers they say tortured civilians in a suburb of Kyiv."
Weighing Risk When the Reporting Is Dangerous,https://www.nytimes.com/2022/04/29/insider/nyt-journalists-abroad.html,"A security team watches out for Times journalists abroad. There are strategies in place, but sometimes there’s no other choice but to leave a country."
"8,000 British Troops to Join Allied Exercises in Eastern Europe, Official Says",https://www.nytimes.com/2022/04/29/world/britain-troops-europe.html,"The troops will serve in the British-led Joint Expeditionary Force, created in 2014 in response to Russia’s seizure of Crimea from Ukraine."
Your Friday Briefing,https://www.nytimes.com/2022/04/29/briefing/ukraine-biden-nato-france.html,President Biden’s push for more aid to Ukraine.
Is Australian Democracy in Decline?,https://www.nytimes.com/2022/04/28/world/australia/democracy-elections.html,"With a federal election just a few weeks away, it’s time to put Australia’s system and political flaws into context."
"Russian Intelligence Behind Novaya Gazeta Editor Attack, U.S. Official Says",https://www.nytimes.com/2022/04/28/world/novaya-gazeta-editor-attack-russia.html,"Dmitri Muratov was on a train preparing to leave Moscow at the time of the attack, which caused chemical burns to his eyes."
BART Reinstates Its Mask Mandate,https://www.nytimes.com/2022/04/28/world/san-francisco-bart-mask-mandate.html,"The decision will be effective until July 18, and could be extended."
Biden Seeks $33 Billion More in Aid for Ukraine,https://www.nytimes.com/2022/04/28/us/politics/ukraine-biden-aid.html,"“The cost of this fight is not cheap,” President Biden said. He also sent Congress a plan to increase the government’s power to seize luxury yachts, aircraft and other assets of Russian oligarchs."
Your Friday Briefing: China’s Stimulus Plan,https://www.nytimes.com/2022/04/28/briefing/your-friday-briefing-chinas-stimulus-plan.html,Plus a U.S. push for Ukraine funds and extreme heat in India and Pakistan.
States Sue Postal Service Over New Gas-Powered Mail Trucks,https://www.nytimes.com/2022/04/28/climate/usps-gas-electric-vehicles-lawsuit.html,Sixteen states argue the Postal Service failed to properly vet clean alternatives to polluting trucks that could get as little as 8.6 miles to the gallon.
"Chernobyl Radiation Levels Within Safe Limits, Nuclear Agency Chief Says",https://www.nytimes.com/2022/04/28/world/chernobyl-radiation-ukraine-russia.html,"The finding came after readings were taken this week at the site, which Russian forces had occupied but withdrew from in late March."
"In Warming World Oceans Risk Mass Extinctions, Model Shows",https://www.nytimes.com/2022/04/28/climate/global-warming-ocean-extinctions.html,"A new study finds that if fossil fuel emissions continue apace, the oceans could experience a mass extinction by 2300. There is still time to avoid it."
Turkey’s Erdogan Heads to Saudi Arabia to Ease Tensions,https://www.nytimes.com/2022/04/28/world/middleeast/turkey-erdogan-saudi-arabia.html,"President Recep Tayyip Erdogan is visiting the kingdom for the first time in nearly five years, signaling a mending of relations over the killing of the journalist Jamal Khashoggi."
Are Traditional Political Parties Dead in France?,https://www.nytimes.com/2022/04/28/world/europe/france-socialists-republicains.html,"Presidents, prime ministers, Parliament — France’s mainstream left and right-wing parties used to have it all. In the first round of April’s presidential elections, they got less than 7 percent of the vote."
Tensions Flare Between Neighbors After Afghan Man Kills Iranian Clerics,https://www.nytimes.com/2022/04/28/world/asia/afghanistan-iran-refugees-migrants.html,"The attack led to ethnic tensions in both countries, which each sent troops to the border."
South Korea Arrests 2 Accused of Spying for North Korea,https://www.nytimes.com/2022/04/28/world/asia/north-korea-crypto-spy-arrest.html,"The men were paid in cryptocurrency by a man suspected of being a North Korean spy agent, the South Korean national police agency said."
"Top U.N. Official Tours Kyiv, Declaring the War ‘An Absurdity’",https://www.nytimes.com/2022/04/28/world/un-antonio-guterres-kyiv.html,António Guterres’ goals include securing evacuation routes for besieged civilians and supporting the prosecution of war crimes.
"At N.F.L. Draft, America Begins Annual Tradition of Celebrating Hubris",https://www.nytimes.com/2022/04/28/briefing/nfl-draft-picks-vegas-humility-hubris.html,"Tonight, America begins an annual festival celebrating hubris."
India’s Extreme Heat Is Expected to Worsen,https://www.nytimes.com/2022/04/28/world/asia/india-extreme-heat-wave.html,The Indian subcontinent has recorded above-average temperatures for weeks. Heat-related weather watches or alerts are now in effect for hundreds of millions of people.
"Deforestation Remains High, Despite COP 26 Pledges",https://www.nytimes.com/2022/04/28/climate/deforestation-tree-loss.html,"Brazil had the largest share of tree loss last year, followed by the Democratic Republic of Congo and Bolivia. Indonesia showed improvement."
Your Thursday Briefing,https://www.nytimes.com/2022/04/28/briefing/gas-russia-ukraine-war.html,A potential gas crisis in Europe.
Fears Mount That Ukraine War Will Become a Broader Conflict,https://www.nytimes.com/2022/04/27/us/politics/ukraine-war-expansion.html,American and European officials say their concern is based in part on a growing conviction that the war will not end any time soon.
Former U.S. Ambassador to Plead Guilty to Illegal Lobbying and Hiding Gifts,https://www.nytimes.com/2022/04/27/us/politics/ambassador-richard-olson-qatar-lobbying.html,"Richard Olson lobbied for the government of Qatar soon after retiring and took gifts from a businessman while serving as ambassador to Pakistan, according to prosecutors."
Colombian General and 10 Others Admit to Crimes Against Humanity,https://www.nytimes.com/2022/04/27/world/americas/colombia-war-crimes.html,"In the first hearing of its kind, officials admitted to orchestrating extrajudicial killings. But victims asked for more. “We know that there are powerful people behind you,” said one woman. “We need names.”"
Ukraine War Impact Widens: Russia Cuts Gas Flow and Vows More Reprisals,https://www.nytimes.com/2022/04/27/world/europe/russia-ukraine-gas-flow-europe.html,"New explosions across Ukraine’s borders, Russia’s shut-off of natural gas to two European nations and Moscow’s warning of additional “counterstrikes” pointed to escalating hostilities."
Your Thursday Briefing: Russia Cuts Gas Supplies,https://www.nytimes.com/2022/04/27/briefing/your-thursday-briefing-russia-cuts-gas-supplies.html,"Also, Shanghai residents express anger and Singapore executes an intellectually disabled man."
The Largest U.S. Coronavirus Hot Spot Swells Beyond Central New York,https://www.nytimes.com/2022/04/27/world/covid-hot-spot-new-york-counties.html,"Health experts say that people in the hot spot, which includes cities like Buffalo, Rochester and Syracuse, should be increasing their precautions."
"Britain Broke the Law by Moving Hospital Patients to Nursing Homes Early in Pandemic, Court Rules",https://www.nytimes.com/2022/04/27/world/covid-britain-hospital-patients-nursing-homes.html,The court’s ruling came in a lawsuit brought by two women whose fathers died in nursing homes in 2020.
"Italian Children to Be Given Mother’s and Father’s Surnames, Court Rules",https://www.nytimes.com/2022/04/27/world/europe/italy-children-surnames-mother-father.html,"The ruling overturns decades of patriarchal family legacy, which largely left women out of the decision-making process."
"Russia Uses Cyberattacks in Ukraine to Support Military Strikes, Report Finds",https://www.nytimes.com/2022/04/27/us/politics/russia-cyberattacks-ukraine.html,A new study by Microsoft shows that Russian cyberattacks often happened within days or even hours of missile strikes.
"Questions Over Death of Ayman Hadhoud, an Egyptian Economist",https://www.nytimes.com/2022/04/27/world/middleeast/ayman-hadhoud-egypt-death.html,"Ayman Hadhoud, a well-known liberal economist and critic of the government, was researching corruption before he disappeared under mysterious circumstances."
The Unsettling Warning in France’s Election,https://www.nytimes.com/2022/04/27/world/europe/france-election-macron-le-pen.html,"A record number of abstentions, and a strictly binary choice for voters — many of whom said they were picking the lesser of two evils — are trouble signs even within a mature democracy."
Ukrainians Flood Village of Demydiv to Keep Russians at Bay,https://www.nytimes.com/2022/04/27/world/europe/ukraine-russia-war-flood-infrastructure.html,"The waters that poured into Demydiv were one of many instances of Ukraine wreaking havoc on its own territory to slow Russia’s advance. Residents couldn’t be happier. “We saved Kyiv,” one said."
"20 Percent of Reptiles Risk Extinction, From King Cobras to Geckos",https://www.nytimes.com/2022/04/27/climate/reptiles-extinction-biodiversity.html,"The first global analysis of its kind found that logging and farming are taking away reptile habitat at an unsustainable pace, exacerbating a worldwide decline in biodiversity."
E.U. Says the Emergency Phase of the Pandemic Is Over,https://www.nytimes.com/2022/04/27/world/european-union-covid.html,"The bloc recommended focusing on vaccination, surveillance and testing in preparation for a possible fall wave. E.U. states can still make their own policies."
