title,link,description
Ukraine Live Updates: Finland’s Move to Join NATO Upends Putin’s War Aims,https://www.nytimes.com/live/2022/05/12/world/russia-ukraine-war-news,"Neutral Finland’s leaders unequivocally said they intended to seek membership in the alliance, with Sweden expected to do the same, inviting new threats from Moscow."
North Korea Reports 6 Deaths as Covid-19 Spreads ‘Explosively’,https://www.nytimes.com/2022/05/12/world/asia/north-korea-covid-deaths.html,"The country’s leader, Kim Jong-un, said 187,800 people were in quarantine, and state TV showed him wearing a mask for the first time."
Investigation of Journalist’s Killing May Hinge on Bullet,https://www.nytimes.com/live/2022/05/12/world/al-jazeera-journalist-killed-west-bank,The Palestinian Authority said it would not let Israeli officials examine the bullet that killed Shireen Abu Akleh in the occupied West Bank during an Israeli raid. Israel said that is the only way to determine who fired it.
"Life in a Ukrainian Unit: Diving for Cover, Waiting for Western Weapons",https://www.nytimes.com/2022/05/12/world/ukraine-russia-weapons.html,"Analysts say the outcome of fighting now is riding on the accuracy, quantity and the striking power of long-range weapons. Ukraine is pleading for more."
U.K. Donor Said to Have Funneled Russian Money to Tories,https://www.nytimes.com/2022/05/12/world/europe/russian-money-uk-tories.html,"The cash was part of a fund-raising blitz that helped propel Prime Minister Boris Johnson’s party to victory in 2019. Records track $630,225 to a Russian bank account."
Families Reel Outside El Salvador Prisons After Gang Violence Crackdowns,https://www.nytimes.com/2022/05/12/world/americas/el-salvador-prison-gangs-bukele.html,"Dozens of women wait outside a detention facility for news of their loved ones after a crackdown on gang violence resulted in the imprisonment of more than 25,000 people."
Boris Johnson Sidesteps Question on Donation Flagged as Russia-Linked,https://www.nytimes.com/2022/05/12/world/europe/boris-johnson-response-sheleg-donation.html,Britain’s prime minister said all donations are disclosed “in the normal way.” The Conservative Party gave no sign it would return the money.
Africa’s First Covid-19 Vaccine Factory Has Not Received a Single Order,https://www.nytimes.com/2022/05/12/world/africa/south-africa-covid-vaccine-factory.html,"Aspen Pharmacare, in South Africa, was licensed to produce the Johnson & Johnson vaccine. It was hailed as an answer to Africa’s struggle to get access to vaccines."
Interview With Gay Couple Sparks Backlash in Indonesia,https://www.nytimes.com/2022/05/12/world/asia/indonesia-podcast-deddy-corbuzier.html,"The segment on a popular podcast hosted by Deddy Corbuzier enraged religious leaders, highlighting the limits of tolerance for gay people in the Muslim-majority nation."
Kim Jong-un Orders Lockdown as North Korea Reports First Covid Cases,https://www.nytimes.com/2022/05/11/world/asia/north-korea-covid.html,"The country’s leader, Kim Jong-un, ordered a national lockdown after a subvariant of the Omicron variant of the coronavirus was found in the capital."
Biden Hosts Southeast Asian Leaders as He Tries to Return Focus to China,https://www.nytimes.com/2022/05/12/us/politics/biden-asian-nations-china.html,"The leaders at the two-day summit in Washington will discuss a variety of topics, but the president plans to use it to show a united front against Beijing."
