title,link,description
Russian oligarch lambasts country's 'massacre',https://www.bbc.co.uk/news/business-61163546?at_medium=RSS&at_campaign=KARANGA,Businessman Oleg Tinkov is one of the most high profile Russians to publicly condemn the war.
Russia releases video of intercontinental ballistic missile launch,https://www.bbc.co.uk/news/world-61170853?at_medium=RSS&at_campaign=KARANGA,President Putin says the new Sarmat missile is food for thought for those who try to threaten Russia.
Ukraine war: Mariupol commander makes 'last' plea for help,https://www.bbc.co.uk/news/world-europe-61159812?at_medium=RSS&at_campaign=KARANGA,Major Serhiy Volyna says his troops are heavily outnumbered and running out of supplies.
Ukraine war: Holocaust survivor aged 91 among Mariupol's civilian dead - reports,https://www.bbc.co.uk/news/world-europe-61165270?at_medium=RSS&at_campaign=KARANGA,The woman reportedly died in a basement more than 80 years after surviving the city's Nazi occupiers.
French election: Macron and Le Pen clash in TV presidential debate,https://www.bbc.co.uk/news/world-europe-61166601?at_medium=RSS&at_campaign=KARANGA,Emmanuel Macron and Marine Le Pen take part in an animated contest four days before the election.
Working with assertive China a must - New Zealand PM Jacinda Ardern,https://www.bbc.co.uk/news/world-asia-61160207?at_medium=RSS&at_campaign=KARANGA,New Zealand's PM tells the BBC in an exclusive interview she'll work with China where possible.
Scott Morrison: Australia PM faces backlash over 'blessed' disability remark,https://www.bbc.co.uk/news/world-australia-61171449?at_medium=RSS&at_campaign=KARANGA,"Scott Morrison has been criticised for saying he is ""blessed"" not to have children with disabilities."
Covid: Woman caught virus twice within record 20 days,https://www.bbc.co.uk/news/health-61161529?at_medium=RSS&at_campaign=KARANGA,Spanish researchers say it's the shortest-known gap between two coronavirus infections.
Tesla profits soar as customers pay more,https://www.bbc.co.uk/news/business-61170691?at_medium=RSS&at_campaign=KARANGA,Elon Musk's Tesla has raised prices for its electric cars as it faces higher costs.
Alec Baldwin: Rust film producers were indifferent to gun safety - report,https://www.bbc.co.uk/news/entertainment-arts-61169495?at_medium=RSS&at_campaign=KARANGA,"The makers of a film whose cinematographer was shot dead knew firearm safety rules were not being followed, a report says."
The young rebels fighting for democracy,https://www.bbc.co.uk/news/world-asia-61151314?at_medium=RSS&at_campaign=KARANGA,The BBC gained rare access to Myanmar's jungle training camps where protesters are turned into soldiers.
Hot air balloon makes emergency landing onto Melbourne rooftops,https://www.bbc.co.uk/news/world-australia-61161874?at_medium=RSS&at_campaign=KARANGA,A man on board filmed as the balloon bounced over roofs and trees during an emergency landing.
