title,link,description
"Canada to ban China's Huawei, ZTE from 5G networks",https://www.dw.com/en/canada-to-ban-china-s-huawei-zte-from-5g-networks/a-61870419?maca=en-rss-en-all-1573-rdf,Canada's government said it would ban the use of the two Chinese telecommunications giants' 5G gear due to national security concerns. The move follows similar bans in other Western countries.
Bundesliga playoff: Advantage Hamburg against Felix Magath and Hertha Berlin,https://www.dw.com/en/bundesliga-playoff-advantage-hamburg-against-felix-magath-and-hertha-berlin/a-61869764?maca=en-rss-en-all-1573-rdf,"Four years after their first ever relegation, Hamburg have one foot back in the Bundesliga. Ludovit Reis' looped goal was a fluke, but HSV won't care. Hertha Berlin and Felix Magath are edging towards relegation."
Spain: Exiled ex-King Juan Carlos returns for brief visit,https://www.dw.com/en/spain-exiled-ex-king-juan-carlos-returns-for-brief-visit/a-61845457?maca=en-rss-en-all-1573-rdf,"The former Spanish monarch has returned to the country after spending nearly two years in self-imposed exile in the UAE. He was set to visit his son, King Felipe VI, in Madrid."
Eco-fascism: The greenwashing of the far right,https://www.dw.com/en/eco-fascism-the-greenwashing-of-the-far-right/a-61867605?maca=en-rss-en-all-1573-rdf,White-supremacist killers are invoking environmental concerns to justify murder. But what is eco-fascism and why are people attracted to it?
"NATO: Joe Biden backs Sweden, Finland membership bid",https://www.dw.com/en/nato-joe-biden-backs-sweden-finland-membership-bid/a-61859523?maca=en-rss-en-all-1573-rdf,"Although Turkey has doubled down on blocking Sweden and Finland's membership bids, Western leaders have expressed confidence the proceedings will move quickly."
"Explained: The mysterious monkeypox outbreak in UK, Europe",https://www.dw.com/en/explained-the-mysterious-monkeypox-outbreak-in-uk-europe/a-61859359?maca=en-rss-en-all-1573-rdf,"The UK and other European countries have reported a small number of human monkeypox infections, a virus rarely seen in Europe. Health services remain puzzled over how the virus is transmitted."
US Senate approves $40 billion Ukraine aid package — live updates,https://www.dw.com/en/us-senate-approves-40-billion-ukraine-aid-package-live-updates/a-61845391?maca=en-rss-en-all-1573-rdf,"Meanwhile, the first Russian soldier to face trial for killing a civilian has asked the man's widow for ""forgiveness."" Ukrainian President Zelenskyy has warned of a long war. Follow DW for the latest."
"Russia 'weaponizes' food security, US tells UN meeting",https://www.dw.com/en/russia-weaponizes-food-security-us-tells-un-meeting/a-61865923?maca=en-rss-en-all-1573-rdf,"Washington's top diplomat has called on Russia to lift a blockade on Ukraine's Black Sea ports, while Russia's UN envoy said it was ""absolutely false"" that Moscow was blamed for global food insecurity."
G7: Germany pledges €1 billion in grants for Ukraine,https://www.dw.com/en/g7-germany-pledges-€1-billion-in-grants-for-ukraine/a-61868266?maca=en-rss-en-all-1573-rdf,"The influx of cash aims to support the financing of Ukraine's government, as Russia's war has decimated tax revenue. The grant is part of over €18 billion pledged by G7 finance ministers during their summit in Germany."
Thailand: What happened to mass anti-government protests?,https://www.dw.com/en/thailand-what-happened-to-mass-anti-government-protests/a-61861179?maca=en-rss-en-all-1573-rdf,"In 2020, Thai youth sparked the largest wave of anti-government protests since the 2014 military coup. But human rights activists say persecutions and systematic harassment have weakened the pro-democracy movement."
Herbal medicines that really work,https://www.dw.com/en/herbal-medicines-that-really-work/a-61865033?maca=en-rss-en-all-1573-rdf,Medicines have been extracted from plants for thousands of years and new ones are still being discovered. Here are several plant extracts with robust medical benefits.
Taliban orders female TV presenters to cover face on air,https://www.dw.com/en/taliban-orders-female-tv-presenters-to-cover-face-on-air/a-61859653?maca=en-rss-en-all-1573-rdf,The Taliban authorities in Afghanistan have issued an official order that female journalists must cover their faces on television. The move comes days after authorities ordered women to cover their faces in public.
