title,link,description
"Putin losing confidence in Ukraine war, former Russian PM says",https://www.dw.com/en/putin-losing-confidence-in-ukraine-war-former-russian-pm-says/a-61794145?maca=en-rss-en-all-1573-rdf,"Mikhail Kasyanov, who served as prime minister under Vladimir Putin in the early 2000s, told DW he believed that the Russian president had ""already started to realize that he's losing this war."""
"Israeli police, public clash at funeral for slain journalist; EU 'dismayed'",https://www.dw.com/en/israeli-police-public-clash-at-funeral-for-slain-journalist-eu-dismayed/a-61789687?maca=en-rss-en-all-1573-rdf,Security forces and members of the public clashed repeatedly as pallbearers carried the journalist's coffin. Veteran reporter Shireen Abu Akleh was shot in the head while covering an Israeli military operation.
Bayern Munich's Bundesliga dominance not a barrier to Asian popularity,https://www.dw.com/en/bayern-munich-s-bundesliga-dominance-not-a-barrier-to-asian-popularity/a-61791958?maca=en-rss-en-all-1573-rdf,Competition for fans and revenue in Asia is fierce but strong social media work and success in Europe have rendered Bayern's domestic dominance less of an issue. The threat of the Premier League remains.
Africa roundtable unites with European allies,https://www.dw.com/en/africa-roundtable-unites-with-european-allies/a-61789066?maca=en-rss-en-all-1573-rdf,"Decision makers from politics, business and civil society have gathered in Berlin to discuss new ways for Europe and Africa to cooperate on issues from the COVID pandemic to the war in Ukraine."
Even isolated states like North Korea get COVID,https://www.dw.com/en/even-isolated-states-like-north-korea-get-covid/a-61790865?maca=en-rss-en-all-1573-rdf,Viruses don't respect national borders. Now even North Korea is dealing with COVID-19. We look at how countries fared by isolating fully in the pandemic.
Is India's auto industry ready to go electric?,https://www.dw.com/en/is-india-s-auto-industry-ready-to-go-electric/a-61789010?maca=en-rss-en-all-1573-rdf,"India has big ambitions to slash crude oil imports and push for an electric vehicle future, but high costs and a lack of infrastructure could hamper the country's green narrative."
Eurovision favorite: Ukraine's Kalush Orchestra's story,https://www.dw.com/en/eurovision-favorite-ukraine-s-kalush-orchestra-s-story/a-61790288?maca=en-rss-en-all-1573-rdf,It's rare in the Eurovision Song Contest's history that a song is a clear favorite weeks before the grand final. The fact that Ukraine's Kalush Orchestra is participating is more than a musical contribution.
Nepal's economy hammered by power outages,https://www.dw.com/en/nepal-s-economy-hammered-by-power-outages/a-61789615?maca=en-rss-en-all-1573-rdf,"Nepal relies heavily on electricity imported from India, where generation is running low amid one of the worst power crises in years."
How two Ukrainian art dealers rescued valuable paintings,https://www.dw.com/en/how-two-ukrainian-art-dealers-rescued-valuable-paintings/a-61785824?maca=en-rss-en-all-1573-rdf,"Both managed to save contemporary artworks from their gallery and transported them from Kyiv to Munich, where Ievgen Petrov's paintings are now on show."
Germany: Knife attack on train leaves several wounded,https://www.dw.com/en/germany-knife-attack-on-train-leaves-several-wounded/a-61789867?maca=en-rss-en-all-1573-rdf,At least six people were wounded after an assailant attacked them with a knife on a passenger train near the western German city of Aachen. The suspect has been detained by police.
