title,link,description
Culture rallies for Ukraine in Berlin,https://www.dw.com/en/culture-rallies-for-ukraine-in-berlin/a-61034478?maca=en-rss-en-all-1573-rdf,"A ""Concert for Peace"" headed by star conductor Daniel Barenboim, and a later rally by literary luminaries at the site of the Nazi book burnings, bookended a day of solidarity with Ukraine."
Ukraine: Second attempt to evacuate civilians from Mariupol fails — live updates,https://www.dw.com/en/ukraine-second-attempt-to-evacuate-civilians-from-mariupol-fails-live-updates/a-61030032?maca=en-rss-en-all-1573-rdf,"The Red Cross says civilian safe passage from the Ukrainian city of Mariupol has been ""halted"" amid reports of Russian shelling. Meanwhile, anti-war protesters have gathered in Berlin. Follow DW for the latest."
Correspondent perspectives: Reporting on the war in Ukraine,https://www.dw.com/en/correspondent-perspectives-reporting-on-the-war-in-ukraine/a-61027532?maca=en-rss-en-all-1573-rdf,"DW's correspondents are reporting from Ukraine and the neighboring countries about the war, the refugee situation and how Europe is responding. Here's what they've experienced over the past few days."
Mexico: Dozens injured in soccer game brawl,https://www.dw.com/en/mexico-dozens-injured-in-soccer-game-brawl/a-61031520?maca=en-rss-en-all-1573-rdf,At least 22 people were injured when violence erupted during the Liga MX match between Queretaro and Atlas.
Opinion: Watching the war from the sidelines will be bitter,https://www.dw.com/en/opinion-watching-the-war-from-the-sidelines-will-be-bitter/a-61030364?maca=en-rss-en-all-1573-rdf,"The Western community sent its foreign ministers to Brussels on Friday in a show of solidarity with Ukraine. But the outlook for the struggling country is bleak, writes Barbara Wesel."
Taliban's most-wanted leader Haqqani appears in public,https://www.dw.com/en/taliban-s-most-wanted-leader-haqqani-appears-in-public/a-61030993?maca=en-rss-en-all-1573-rdf,Taliban officials released images of Sirajuddin Haqqani for the first time as he made a rare public appearance in Kabul. Haqqani has long been wanted by the US over a string of terror attacks.
What are humanitarian corridors?,https://www.dw.com/en/what-are-humanitarian-corridors/a-61030061?maca=en-rss-en-all-1573-rdf,They are set up to avert humanitarian catastrophes and provide relief for civilians. But they also can be abused. How can humanitarian corridors help and how can they harm?
Moldova shows solidarity with Ukrainian refugees,https://www.dw.com/en/moldova-shows-solidarity-with-ukrainian-refugees/a-61029418?maca=en-rss-en-all-1573-rdf,"One of the poorest countries in Europe has taken in tens of thousands of Ukrainian refugees. That support, and fear of further Russian aggression, have brought the tiny southeast European nation international attention."
Israel's Naftali Bennett informs Berlin after meeting with Vladimir Putin,https://www.dw.com/en/israel-s-naftali-bennett-informs-berlin-after-meeting-with-vladimir-putin/a-61030728?maca=en-rss-en-all-1573-rdf,Israeli Prime Minister Naftali Bennett has been the latest world leader to visit Moscow to speak with President Vladimir Putin about the war in Ukraine. Some see Bennett as a potential mediator between Moscow and Kyiv.
Germany to accept refugees from Ukraine regardless of nationality,https://www.dw.com/en/germany-to-accept-refugees-from-ukraine-regardless-of-nationality/a-61030647?maca=en-rss-en-all-1573-rdf,Interior Minister Nancy Faeser has said nationality would not play a role in Germany's decision to host refugees fleeing Ukraine. More than a million people have left Ukraine for neighboring European countries.
