titles,descriptions,links,pubDates
They Fell Deeply in Love in Bucha. One Russian Bullet Ended It All. ,"Over nearly two decades, Iryna Abramova and her husband, Oleh, built a life of love and happiness. Now, she says, she wishes the Russian soldiers had shot her, too. ",https://www.nytimes.com/2022/05/02/world/asia/ukraine-bucha-russia-atrocities.html ,"Mon, 02 May 2022 16:34:03 +0000 "
Live Updates: West Works to Put Ukraine Pledges Into Action ,"Europe was discussing moving away from Russian energy sources, while in Washington, the Senate was expected soon to take up President Biden's $33 billion aid package for Ukraine. Speaker Nancy Pelosi, visiting Poland, said Russia's war required the “strongest possible” response. ",https://www.nytimes.com/live/2022/05/02/world/ukraine-russia-war-news ,"Mon, 02 May 2022 21:32:16 +0000 "
Sisters Recount Escape From Mariupol as Russians Closed In ,"The women say they were forced onto a bus to Russian-controlled territory, then escaped what Ukrainian and U.S. officials have described as “filtration” centers for a system of forced expulsions to Russia. ",https://www.nytimes.com/2022/05/02/world/europe/ukraine-war-mariupol-escape.html ,"Mon, 02 May 2022 19:50:35 +0000 "
"Inside China's Zero-Covid Fortress, Xi Jinping Admits No Doubts ","As the lockdown of Shanghai and outbreaks in Beijing and elsewhere batter the economy, China's leader keeps a distance from the politically charged issue. ",https://www.nytimes.com/2022/05/01/world/asia/china-covid-zero-xi-jinping.html ,"Sun, 01 May 2022 09:00:22 +0000 "
Bangladesh Shutters Dozens of Schools Set Up by Rohingya in Camps ,"More than 30 schools, teaching tens of thousands of Rohingya students, were closed in Bangladesh, where officials are said to have feared the schools would encourage the refugees to stay permanently. ",https://www.nytimes.com/2022/05/02/world/asia/rohingya-bangladesh-school-closings.html ,"Mon, 02 May 2022 17:16:17 +0000 "
"Ahead of Philippines Election, Young People Rally Around Leni Robredo ","As the election in the Philippines nears, tens of thousands of young people who fear another Marcos presidency are rallying around Leni Robredo, the country's vice president. ",https://www.nytimes.com/2022/05/01/world/asia/philippines-election-marcos-robredo.html ,"Mon, 02 May 2022 07:59:07 +0000 "
Spain Says Cellphones of Prime Minister and Defense Minister Were Hacked ,"Officials said the devices were breached by the Pegasus spyware, made by an Israeli company, which is intended to track illegal behavior but has been misused by some governments. ",https://www.nytimes.com/2022/05/02/world/europe/spain-prime-minister-pegasus-spyware.html ,"Mon, 02 May 2022 14:30:09 +0000 "
Pakistani Airstrikes Escalate Conflict on Afghan Border ,"The airstrikes killed at least 45 people, stoking fears of a violent resurgence of the conflict in eastern Afghanistan, which has become a base for Pakistani militants. ",https://www.nytimes.com/2022/04/30/world/asia/pakistan-airstrikes-afghanistan-taliban.html ,"Mon, 02 May 2022 17:25:50 +0000 "
"In Hong Kong, Cheap Dining Options Are All the Rage ","In a city pummeled by political upheaval, economic downturn and the pandemic, bare-bones 'two dishes and rice' restaurants have become a go-to destination across all social classes. ",https://www.nytimes.com/2022/05/02/world/asia/hong-kong-inexpensive-dining.html ,"Mon, 02 May 2022 17:52:37 +0000 "
U.K. Plan to Send Asylum Seekers to Rwanda Stokes Anger and Dread ,"The government's proposal has led to recriminations from rights groups, and anxiety among migrants who fear being sent away. ",https://www.nytimes.com/2022/05/02/world/europe/uk-asylum-rwanda.html ,"Mon, 02 May 2022 07:00:13 +0000 "
"In Ukraine, A Body Bag and a Sister in Denial ","The war in Ukraine is so big that it has shaken the world. But for a sister looking for her missing older brother, it was reduced to a visit to a morgue. ",https://www.nytimes.com/2022/04/29/world/europe/ukraine-war-casualties-grief.html ,"Fri, 29 Apr 2022 16:48:13 +0000 "
She Promised to Empower Women. Will Honduras's President Succeed? ,"The country's first female leader, Xiomara Castro, is struggling to advance her feminist agenda 14 years after a coup ended the presidency of her husband, who pursued similar causes. ",https://www.nytimes.com/2022/05/01/world/americas/honduras-xiomara-castro-womens-rights.html ,"Sun, 01 May 2022 14:48:45 +0000 "
"Mi'ilya, Christian Village in Israel, Digs Into Crusader Past ","The residents of Mi'ilya long wondered what archaeological treasures lay beneath a crumbling castle. Now, some are excavating their homes to find out. ",https://www.nytimes.com/2022/04/30/world/middleeast/miilya-israel-archaeology-crusaders-byzantine.html ,"Sat, 30 Apr 2022 09:00:22 +0000 "
"Painful Stories Emerge from Mariupol, While Combat Rages to the East ","With its forces making only slow progress and enduring heavy losses, Russia now plans to annex eastern parts of Ukraine after a sham election, the U.S. says. ",https://www.nytimes.com/2022/05/02/world/europe/mariupol-evacuation-annex-donbas.html ,"Mon, 02 May 2022 21:29:26 +0000 "
"Russia Plans to Annex Parts of Ukraine with 'Sham' Elections, U.S. Diplomat Says ",The official said that Russia may also try to take over parts of Ukraine by imposing “puppets and proxies” in local governments and forcing out democratically elected officials. ,https://www.nytimes.com/2022/05/02/world/europe/russia-invasion-ukraine-elections.html ,"Mon, 02 May 2022 21:15:34 +0000 "
Your Tuesday Briefing: Beijing's Fight against Lockdowns ,And Mariupol evacuees start to emerge. ,https://www.nytimes.com/2022/05/02/briefing/your-tuesday-briefing-beijings-fight-against-lockdowns.html ,"Mon, 02 May 2022 20:57:38 +0000 "
"In Kyiv, Residents Cautiously Embrace a Sense of Normalcy ","A month after the Ukrainian Army defeated the Russian forces that had partly encircled Ukraine's capital, tension is slowly seeping out of the city. ",https://www.nytimes.com/2022/05/02/world/europe/kyiv-ukraine-russia-war.html ,"Mon, 02 May 2022 18:45:06 +0000 "
Pelosi Says Russia's War Merits the Strongest Military Response and Sanctions ,"Following a visit to Kyiv over the weekend, Speaker Nancy Pelosi held talks in Poland with President Andrzej Duda, a meeting aimed at deepening Washington's partnership with a key NATO ally. ",https://www.nytimes.com/2022/05/02/world/europe/pelosi-ukraine-russia-sanctions.html ,"Mon, 02 May 2022 20:38:39 +0000 "
