titles,descriptions,links,pubDates
"Putin Visits Belarus, Stirring New Concern on Future of Ukraine War ","Belarus has resisted being drawn more centrally into the war. But the visit raised worries that a new Russian ground offensive could aim again at Kyiv, near the Belarusian border. ",https://www.nytimes.com/2022/12/19/world/europe/belarus-putin-kyiv.html ,"Mon, 19 Dec 2022 23:00:09 +0000 "
From Zero Covid to No Plan: Behind China's Pandemic U-Turn ,"After micromanaging the coronavirus strategy for nearly three years, the country's leader, Xi Jinping, has suddenly left the populace to improvise. ",https://www.nytimes.com/2022/12/19/world/asia/china-zero-covid-xi-jinping.html ,"Mon, 19 Dec 2022 20:51:42 +0000 "
"As Peru's Unrest Chases Away Visitors, Many Fear for Their Livelihood ","In Cusco, the gateway to Machu Picchu and other ancient sites, tourist operators and hotel owners fear what the loss of visitors means for their livelihood. ",https://www.nytimes.com/2022/12/19/world/americas/peru-cusco-unrest-tourism.html ,"Mon, 19 Dec 2022 23:40:02 +0000 "
"South Africa's President, Cyril Ramaphosa, Wins Battle to Lead A.N.C. ","Despite a high-profile scandal, Cyril Ramaphosa consolidated support from the party that has dominated South Africa since independence. But with misery rising, can the A.N.C. retain its hold? ",https://www.nytimes.com/2022/12/19/world/africa/african-national-congress-election.html ,"Mon, 19 Dec 2022 23:00:37 +0000 "
Putin Discusses 'Unified' Defense With Belarus During Visit to Its Capital ,The Russian president said he and his Belarusian counterpart talked about a “unified defensive space.” Ukraine has warned that Russian forces could be preparing a new offensive from Belarus. ,https://www.nytimes.com/live/2022/12/18/world/russia-ukraine-news ,"Tue, 20 Dec 2022 01:40:57 +0000 "
"5 Killed in Shooting at Canadian Condo Building, Police Say ","The 73-year-old gunman, who was fatally shot by the police at a high-rise building in Vaughan, Ontario, had been in a long-running feud with the condo board. ",https://www.nytimes.com/2022/12/19/world/canada/canada-vaughan-shooting-condo.html ,"Mon, 19 Dec 2022 23:27:12 +0000 "
"After 90 Years, a Menorah That Symbolized Defiance Is Rekindled in Germany ",A 1931 photograph of a menorah on a windowsill also showed a Nazi flag in the street outside. This Hanukkah the menorah returned to Germany. ,https://www.nytimes.com/2022/12/19/world/europe/menorah-hanukkah-germany.html ,"Mon, 19 Dec 2022 22:55:57 +0000 "
Mark Rutte Apologizes for Netherlands' Role in Slave Trade ,"People were “exploited and abused in the name of the Dutch state,” Mark Rutte said, but some descendants of enslaved people say the government did not involve them in the apology. ",https://www.nytimes.com/2022/12/19/world/europe/netherlands-slavery-apology-mark-rutte.html ,"Mon, 19 Dec 2022 22:59:40 +0000 "
Pope Francis to Return 3 Parthenon Marble Fragments to Greece ,"The pope will donate the 2,500-year-old pieces held by the Vatican Museums to the archbishop of Athens, a gesture that increases pressure on the British Museum to act over similar items on show in London. ",https://www.nytimes.com/2022/12/19/world/europe/vatican-parthenon-marbles-greece.html ,"Mon, 19 Dec 2022 17:25:38 +0000 "
What a Discovery of Old Negatives Revealed About Zaharia Cușnir ,"For Zaharia Cusnir, photography was an all-consuming passion. Now, nearly 30 years after he died in obscurity, the Moldovan's fame is rising. ",https://www.nytimes.com/2022/12/19/world/europe/photographer-moldova-soviet-cusnir.html ,"Mon, 19 Dec 2022 11:31:03 +0000 "
UK High Court Rules on RwandaDeportation Plan ,"The highly criticized effort is meant to deter those crossing the English Channel in small boats, but experts say that it would violate international law. ",https://www.nytimes.com/2022/12/19/world/europe/uk-rwanda-asylum-seekers-high-court.html ,"Mon, 19 Dec 2022 18:02:09 +0000 "
King Charles III Is the New Face of U.K. Money ,"Pound notes with the new sovereign's image will begin appearing in 2024, though money with his mother's likeness will still be in circulation. ",https://www.nytimes.com/2022/12/19/world/europe/king-charles-money-uk.html ,"Tue, 20 Dec 2022 01:00:53 +0000 "
Royal Thai Navy Scrambles to Rescue 31 After Its Ship Sinks ,"Officials said the HTMS Sukhothai took on water, lost power and eventually sank in the Gulf of Thailand overnight. ",https://www.nytimes.com/2022/12/19/world/asia/thai-navy-ship-sinks.html ,"Mon, 19 Dec 2022 23:23:42 +0000 "
"Jose Maria Sison, Philippine Communist Party Founder, Dies at 83 ","Fielding a force of armed guerrillas, the organization had a role in the ouster of Ferdinand Marcos. In exile he continued, in his words, to “lead from abroad.” ",https://www.nytimes.com/2022/12/19/world/asia/jose-maria-sison-dead.html ,"Mon, 19 Dec 2022 23:04:59 +0000 "
US Cybermilitary Force Details Its Support for Ukraine's Digital Defense ,Russia has struggled to see military gains from its cyberattacks in the world's first sustained cyberspace battle between two sophisticated militaries. ,https://www.nytimes.com/2022/12/19/world/europe/ukraine-cyber-national-mission-force.html ,"Mon, 19 Dec 2022 21:59:41 +0000 "
Your Tuesday Briefing: Jan. 6 Panel Refers Trump for Charges ,Plus: Elon Musk asks Twitter users if he should resign. ,https://www.nytimes.com/2022/12/19/briefing/jan-6-panel-trump-crime.html ,"Mon, 19 Dec 2022 22:46:38 +0000 "
COP15 Biodiversity Talks: Countries Sign On to “30x30” Conservation Plan ,"Roughly 190 nations, aiming to halt a dangerous decline in biodiversity, agreed to preserve 30 percent of the planet's land and seas. The United States is not officially a participant. ",https://www.nytimes.com/2022/12/19/climate/biodiversity-cop15-montreal-30x30.html ,"Mon, 19 Dec 2022 21:04:02 +0000 "
"Publishing, Under Pressure ",The books business has had a difficult year. ,https://www.nytimes.com/2022/12/19/briefing/book-bans.html ,"Mon, 19 Dec 2022 12:23:34 +0000 "
The Austere Beauty of Egypt's Long-Distance Hiking Trails ,"Two new routes, managed by Bedouins, will help preserve long-overlooked natural wonders and a vanishing way of life. ",https://www.nytimes.com/2022/12/19/travel/egypt-hiking-trails.html ,"Mon, 19 Dec 2022 11:00:39 +0000 "
Ukraine Selects Its Entry for Eurovision Song Contest ,"The electronic music duo Tvorchi won with the song “Heart of Steel,” which the singers said was inspired by the courage of Ukrainian soldiers defending Mariupol. ",https://www.nytimes.com/2022/12/19/world/europe/ukraine-eurovision.html ,"Mon, 19 Dec 2022 10:38:48 +0000 "
"Seeking Heat, and Companionship, in a Hard Scotland Winter ","In a Glasgow neighborhood, the cost-of-living crisis is exacerbating energy problems and financial worries, and vital community hubs are struggling to stay afloat. ",https://www.nytimes.com/2022/12/19/world/europe/scotland-winter-heat-poverty.html ,"Mon, 19 Dec 2022 08:00:24 +0000 "
Your Monday Briefing ,A World Cup final for the ages. ,https://www.nytimes.com/2022/12/19/briefing/world-cup-russia-failures.html ,"Mon, 19 Dec 2022 06:02:24 +0000 "
Putin's visit signals pressure is mounting on Belarus's leader to expand support for Russia's war. ,,https://www.nytimes.com/2022/12/18/world/europe/putins-visit-signals-pressure-is-mounting-on-belaruss-leader-to-bolster-support-for-russias-war-in-ukraine.html ,"Mon, 19 Dec 2022 15:10:00 +0000 "
Drone Attacks Target Kyiv and Two Other Ukrainian Regions ,"Ukraine said that it had shot down 20 of 35 drones that Russia had launched, though those that evaded air defenses had hit power plants, electrical systems and other civilian targets. ",https://www.nytimes.com/2022/12/18/world/europe/kyiv-ukraine-drone-attacks.html ,"Mon, 19 Dec 2022 18:47:04 +0000 "
"In Heart of Peru's Protest, a Pause to Mourn the Dead ",Confrontations between protesters and the Peruvian authorities have left at least 25 dead and hundreds injured. Nowhere may tensions be higher than in the highland city of Ayacucho. ,https://www.nytimes.com/2022/12/18/world/americas/peru-protests.html ,"Mon, 19 Dec 2022 02:48:18 +0000 "
Your Monday Briefing: Argentina Triumphs ,Plus: A Times analysis of how Russia bungled the invasion. ,https://www.nytimes.com/2022/12/18/briefing/argentina-france-world-cup.html ,"Sun, 18 Dec 2022 20:53:45 +0000 "
Ukraine Says Russia May Be Planning Winter Offensive ,"An adviser to President Volodymyr Zelensky urged Western allies to take seriously the threat of a new Russian onslaught, which could include mass infantry attacks. ",https://www.nytimes.com/2022/12/18/world/europe/ukraine-russia-war-winter.html ,"Mon, 19 Dec 2022 18:12:44 +0000 "
UK Moves to Eliminate Some Liquid and Laptop Airport Security Rules ,New technology could clear a path for relaxed security checks at airports by June 2024. ,https://www.nytimes.com/2022/12/18/world/europe/uk-airport-security-laptops-liquids.html ,"Sun, 18 Dec 2022 13:28:43 +0000 "
What Russia Got Wrong ,A cascade of military failures started with Vladimir Putin. ,https://www.nytimes.com/2022/12/18/briefing/russia-putin-ukraine-war.html ,"Sun, 18 Dec 2022 12:29:03 +0000 "
Counting Russia's War Dead in Ukraine ,"Amid doubts about Moscow's true war losses, Russian data journalists and volunteers use news articles, tombstone photographs and other open-source information to tally the Russian toll from the war in Ukraine. ",https://www.nytimes.com/2022/12/18/world/europe/russia-death-toll-war.html ,"Sun, 18 Dec 2022 16:05:17 +0000 "
Local News Outlet in New York Faces New Hurdle: A Declined Visa ,"Phil O'Brien, a Briton who has run a Manhattan publication for several years, had his visa denied because immigration officials deemed his struggling business “marginal.” ",https://www.nytimes.com/2022/12/18/business/media/nyc-local-news-immigration-visa.html ,"Sun, 18 Dec 2022 10:00:11 +0000 "
How Can Tainted Spinach Cause Hallucinations? ,A food recall from Australia sheds light on an unusual aspect of brain chemistry. ,https://www.nytimes.com/2022/12/18/world/australia/spinach-hallucinations.html ,"Sun, 18 Dec 2022 20:00:56 +0000 "
South Korea Accuses the North of Launching Missiles. The North Says It Was a Satellite Test. ,The North has made similar claims before when it was in fact preparing for ICBM launches. ,https://www.nytimes.com/2022/12/18/world/asia/north-korea-missiles-japan.html ,"Mon, 19 Dec 2022 03:13:00 +0000 "
India's Urdu Poetry Festival Draws Stadium Crowds ,"That 300,000 people celebrated Urdu verse during a three-day festival was testament to the peculiar reality of the language in India. ",https://www.nytimes.com/2022/12/18/world/asia/india-urdu-poetry.html ,"Sun, 18 Dec 2022 12:02:04 +0000 "
"Military Spending Surges, Creating New Boom for Arms Makers ",The combination of the war in Ukraine and concern about longer-term threats from Russia and China is driving a bipartisan push to increase U.S. capacity to produce weapons. ,https://www.nytimes.com/2022/12/18/us/politics/defense-contractors-ukraine-russia.html ,"Sun, 18 Dec 2022 21:43:14 +0000 "
"Taraneh Alidoosti, Iranian Actress, Arrested After Voicing Support for Protests ","The actress, Taraneh Alidoosti, had urged people to speak out after the execution of a man involved in nationwide demonstrations. ",https://www.nytimes.com/2022/12/18/world/middleeast/iran-actress-arrested.html ,"Sun, 18 Dec 2022 11:43:40 +0000 "
"Behind Argentina's World Cup Magic, an Army of Witches ","France might have its star Kylian Mbappé, but Argentina has hundreds of “brujas” casting spells to protect Lionel Messi and the rest of its national squad. ",https://www.nytimes.com/2022/12/17/world/americas/argentina-world-cup-witches.html ,"Sat, 17 Dec 2022 19:49:34 +0000 "
Putin Visits Ukraine War Headquarters ,The meetings with his top brass seemed to signal a shift from his largely hands-off public posture to one conveying a more active role in war planning. ,https://www.nytimes.com/2022/12/17/world/europe/putin-ukraine-war-headquarters.html ,"Sat, 17 Dec 2022 15:26:50 +0000 "
Ukrainians Focus on Resilience a Day After Major Russian Strikes ,The mayor of Kyiv said that water was back on and that the city's subway service had resumed. President Volodymyr Zelensky urged businesses to help set up more “invincibility centers” for the public. ,https://www.nytimes.com/2022/12/17/world/europe/ukraine-russia-kyiv.html ,"Sun, 18 Dec 2022 14:15:24 +0000 "
The Best of 2022 ,It's best-of season. Let's dig in. ,https://www.nytimes.com/2022/12/17/briefing/best-of-2022.html ,"Sat, 17 Dec 2022 11:21:17 +0000 "
Revisiting an Anti-Immigrant Quebec Town Uncovers a Plot Twist ,"Norimitsu Onishi, a New York Times reporter, traveled to Hérouxville, Quebec, to learn what had happened in the 15 years since the town passed its xenophobic immigration code. ",https://www.nytimes.com/2022/12/17/world/canada/quebec-immigration-herouxville.html ,"Sun, 18 Dec 2022 09:51:24 +0000 "
World Cup Final Caps a Complex Saga Between Messi and Argentina ,Lionel Messi left Argentina when he was 13 and has had a complicated relationship with the nation since. But this World Cup has changed things. ,https://www.nytimes.com/2022/12/17/world/americas/world-cup-final-messi-argentina.html ,"Sun, 18 Dec 2022 22:00:20 +0000 "
"How the Xenophobic Town of Hérouxville, Quebec, Fell in Love With Immigrants ","“We now want as many immigrants as possible,” said Bernard Thompson, the mayor of Hérouxville, Quebec, a onetime supporter of the town's anti-immigrant code. ",https://www.nytimes.com/2022/12/17/world/canada/quebec-immigrants-xenophobia.html ,"Sat, 17 Dec 2022 17:23:40 +0000 "
When Did the Anthropocene Start? Scientists Closer to Saying When. ,"A panel of experts has spent more than a decade deliberating on how, and whether, to mark a momentous new epoch in geologic time: our own. ",https://www.nytimes.com/2022/12/17/climate/anthropocene-age-geology.html ,"Sat, 17 Dec 2022 10:00:20 +0000 "
Eight Takeaways From The Times's Investigation Into Putin's War in Ukraine ,"Secret Russian battle plans, intercepts, and interviews with Russian soldiers and Kremlin confidants revealed new details of how Vladimir Putin botched his invasion of Ukraine. ",https://www.nytimes.com/2022/12/17/world/europe/russia-war-putin-facts.html ,"Sat, 17 Dec 2022 22:56:17 +0000 "
"Leo Varadkar, Ireland's Returning Leader, Has Lots to Prove ","In Leo Varadkar's first stint as prime minister, he embodied for many his country's move into modernity. But after several missteps, he now takes up the role for a second time, with the glow of optimism dimmed. ",https://www.nytimes.com/2022/12/17/world/europe/leo-varadkar-ireland.html ,"Sat, 17 Dec 2022 09:51:22 +0000 "
