titles,descriptions,links,pubDates
Here's What Happened on Day 73 of the War in Ukraine ,"Advances by Ukrainian forces in the northeast appeared to have forced Russians to move back toward the border, blowing up bridges behind them and contradicting the Kremlin narrative. ",https://www.nytimes.com/live/2022/05/07/world/ukraine-russia-war-news ,"Sun, 08 May 2022 14:57:47 +0000 "
Russia's Grave Miscalculation: Ukrainians Would Collaborate ,"Besides their military failures, the Russians entered the war believing they could persuade Ukrainians in the east to join their side. Those efforts have failed spectacularly. ",https://www.nytimes.com/2022/05/07/world/europe/russia-putin-ukraine-politicians.html ,"Sat, 07 May 2022 10:58:02 +0000 "
Emmanuel Macron Inaugurated for a 2nd Term as France President ,"“Rarely has our world and our country confronted such a combination of challenges,” Mr. Macron said, promising to govern France more inclusively. ",https://www.nytimes.com/2022/05/07/world/europe/france-president-emmanuel-macron-inauguration.html ,"Sat, 07 May 2022 22:17:12 +0000 "
North Korea Tests a Submarine-Launched Missile ,Such missiles could extend the range of the North's nuclear arsenal. The move came as the United States warned that the country might soon test a nuclear device. ,https://www.nytimes.com/2022/05/07/world/asia/north-korea-missile-submarine.html ,"Sat, 07 May 2022 10:20:09 +0000 "
Nicaragua's Secretive Ruling Family Reaches Out Quietly to the U.S. ,"Sanctions intended to thwart the president's dictatorial actions have hit his family and inner circle hard. More pain is expected as sanctions hit Russia, an ally. ",https://www.nytimes.com/2022/05/05/world/americas/nicaragua-ruling-family-us.html ,"Fri, 06 May 2022 02:25:39 +0000 "
"In Hong Kong Election, John Lee Is Running Uncontested ","John Lee, a Beijing loyalist who oversaw the crackdown on pro-democracy protests, built his career by deepening his contacts within the mainland security services. ",https://www.nytimes.com/2022/05/06/world/asia/john-lee-hong-kong-election.html ,"Sun, 08 May 2022 02:20:44 +0000 "
One Village at a Time: The Grinding Artillery War in Ukraine ,"The advances by the Ukrainian army in the north have been modest, but they are emblematic of both sides' strategy: maneuvering artillery to gain territory. ",https://www.nytimes.com/2022/05/06/world/europe/ukraine-russia-artillery-kharkiv.html ,"Sat, 07 May 2022 08:16:12 +0000 "
Francia Márquez Could Become Colombias First Black Vice President ,"Francia Márquez could soon be Colombia's first Black vice president, and she has cracked open a discussion about race and class in a manner rarely seen in national politics. ",https://www.nytimes.com/2022/05/06/world/americas/francia-marquez-colombia-vp.html ,"Fri, 06 May 2022 17:29:12 +0000 "
"In Senegal's Former Capital, a Colonial Statue in Hiding Is No Longer Welcome ","The city of Saint-Louis was shaped by Louis Faidherbe, a French governor who also led brutal military campaigns in West Africa. What to do with his legacy has divided Senegal. ",https://www.nytimes.com/2022/05/05/world/africa/senegal-faidherbe-statue.html ,"Fri, 06 May 2022 02:20:14 +0000 "
How the King of Rock 'n' Roll Still Makes Australia Sing ,"Elvis never played a concert “down under,” but that hasn't stopped tens of thousands of Australians from making him their own at an annual festival. ",https://www.nytimes.com/2022/05/06/world/australia/elvis-presley-festival-parkes.html ,"Fri, 06 May 2022 22:43:51 +0000 "
G7 Nations Pledge to Ban or Phase Out the Import of Russian Oil ,"With much of Europe dependent on Russian oil, the Group of 7 said the ban would take effect in a “timely and orderly fashion.” ",https://www.nytimes.com/2022/05/08/world/europe/g7-nations-russia-oil.html ,"Sun, 08 May 2022 19:04:58 +0000 "
3 Americans Die in Mysterious Circumstances at Bahamas Resort ,It was unclear what happened but officials said they did not suspect foul play and there were no signs of trauma. Another guest was hospitalized in stable condition. ,https://www.nytimes.com/2022/05/08/world/americas/bahamas-sandals-resort-americans-dead.html ,"Sun, 08 May 2022 20:00:43 +0000 "
Brazil Replenishes Stockpiles of Russian Fertilizer ,Officials expected the war to trap up to 15 percent of the world's fertilizer exports in Russia. But Brazil and other countries havefound a way to get it. ,https://www.nytimes.com/2022/05/08/world/americas/brazil-russian-fertilizer-sanctions.html ,"Sun, 08 May 2022 20:07:56 +0000 "
"How Putin Has Hijacked Russia's May 9 Holiday, Victory Day ","Under President Vladimir V. Putin, Victory Day, marking the defeat of Nazi Germany, has come to celebrate modern Russian military might. The war in Ukraine is shifting its meaning further. ",https://www.nytimes.com/2022/05/08/world/europe/russia-may-9-victory-day-ukraine.html ,"Sun, 08 May 2022 14:20:43 +0000 "
"Jill Biden Visits Ukraine, and Meets With Zelensky's Wife ","The first lady became the latest high-profile person close to President Biden to travel to Ukraine, visiting a school close to the western border. ",https://www.nytimes.com/2022/05/08/world/europe/jill-biden-ukraine.html ,"Sun, 08 May 2022 14:08:59 +0000 "
Israel Captures 2 Palestinians Suspected in Deadly Ax Attack ,"The two men were caught hiding in a forest not far from where the killings were carried out, ending an intensive search. But the country remains on high alert. ",https://www.nytimes.com/2022/05/08/world/middleeast/israel-suspects-arrested-attack.html ,"Sun, 08 May 2022 17:46:53 +0000 "
Ed Koch's Secret ,"He defined the role of a big-city mayor, but his personal secret affected his response to a major crisis. ",https://www.nytimes.com/2022/05/08/briefing/ed-koch-gay-new-york.html ,"Sun, 08 May 2022 10:27:47 +0000 "
"Dozens Feared Dead After Russian Airstrike Hits School Building, Officials Say ","Initial reports suggested that as many as 60 people were trapped inside the building, which officials said was being used as a shelter for civilians. ",https://www.nytimes.com/2022/05/08/world/europe/russia-airstrike-school-ukraine.html ,"Sun, 08 May 2022 14:23:49 +0000 "
John Lee Wins Hong Kong's Rubber-Stamp Election ,"John Lee, who won a rubber-stamp leadership election on Sunday, will implement the next stage of China's agenda for the former British colony. ",https://www.nytimes.com/2022/05/08/world/asia/hong-kong-john-lee.html ,"Sun, 08 May 2022 09:19:44 +0000 "
Hundreds of Suicidal Teens Sleep in Emergency Rooms. Every Night. ,"With inpatient psychiatric services in short supply, adolescents are spending days, even weeks, in hospital emergency departments awaiting the help they desperately need. ",https://www.nytimes.com/2022/05/08/health/emergency-rooms-teen-mental-health.html ,"Sun, 08 May 2022 17:20:00 +0000 "
Eid Under the Taliban Shows a Changed Afghanistan ,For many Afghans the holiday this week served as a reminder of the dissonance between the promise of peace many had imagined and the realities of the end of the war. ,https://www.nytimes.com/2022/05/08/world/asia/afghanistan-eid-taliban.html ,"Sun, 08 May 2022 09:00:21 +0000 "
"Fernanda Melchor Explores the Human Capacity for Violence, and Grace ","“Art must leave a wound,” said the author, one of the most celebrated in new Latin American literature. ",https://www.nytimes.com/2022/05/08/books/fernanda-melchor-paradais.html ,"Sun, 08 May 2022 09:00:14 +0000 "
A U.N. Agency Gave $61 Million to One Family. It Didn't Go Well. ,A little-known United Nations agency decided to make an impact by doling out loans and grant money — all to a single family. It did not go well. ,https://www.nytimes.com/2022/05/07/world/americas/un-loan-project-services.html ,"Sun, 08 May 2022 16:32:49 +0000 "
"Russian Pullback Seen Near Kharkiv, Despite Victory Day Push for Gains ","Advances by Ukrainian forces in the northeast appeared to have forced Russians to move back toward the border, blowing up bridges behind them and contradicting the Kremlin narrative. ",https://www.nytimes.com/2022/05/07/world/europe/russia-ukraine-kharkiv-victory-day.html ,"Sun, 08 May 2022 14:57:45 +0000 "
Militants Kill 11 Egyptian Troops in Sinai ,"The militants ambushed troops guarding a water-pumping facility, before fleeing to the desert in Northern Sinai. ",https://www.nytimes.com/2022/05/07/world/middleeast/egypt-sinai-militants-attack.html ,"Sun, 08 May 2022 03:44:14 +0000 "
Taiwan and U.S. Consider Weapons Suited to Defend Against China ,The Biden administration's push for Taiwan to order missiles and smaller arms for asymmetric warfare has gained urgency since Russia's invasion of Ukraine. ,https://www.nytimes.com/2022/05/07/us/politics/china-taiwan-weapons.html ,"Sat, 07 May 2022 16:00:09 +0000 "
