titles,descriptions,links,pubDates
"Live Updates: E.U. Nears Ban on Russian Oil, as West's Resolve Grows ","An oil embargo, expected to be difficult and costly to Europe, was considered unlikely when the war began. But positions have hardened, and NATO countries are sending more weapons to Ukraine and more troops to its neighbors. ",https://www.nytimes.com/live/2022/04/29/world/ukraine-russia-war-news ,"Fri, 29 Apr 2022 18:37:43 +0000 "
"In Ukraine, A Body Bag and a Sister in Denial ","The war in Ukraine is so big that it has shaken the world. But for a sister looking for her missing older brother, it was reduced to a visit to a morgue. ",https://www.nytimes.com/2022/04/29/world/europe/ukraine-war-casualties-grief.html ,"Fri, 29 Apr 2022 16:48:12 +0000 "
"They Survived the Holocaust. Now, They Are Fleeing to Germany. ","A complex operation is underway to evacuate Holocaust survivors from Ukraine. For rescuers and evacuees alike, it means confronting the past. ",https://www.nytimes.com/2022/04/29/world/europe/ukraine-holocaust-survivors-rescue-germany.html ,"Fri, 29 Apr 2022 18:01:57 +0000 "
On the Trail of Russian War Crimes ,"Lyudmyla Denisova, Ukraine's top human rights official, is determined to right historical wrongs and make sure Russians are held to account. ",https://www.nytimes.com/2022/04/29/world/europe/on-the-trail-of-russian-war-crimes.html ,"Fri, 29 Apr 2022 09:36:33 +0000 "
"During Ramadan, Palestinians Denied Access to Aqsa Mosque Turn to Smugglers ","For Palestinian Muslims, praying at the Aqsa Mosque in Jerusalem is an important part of Ramadan. Those barred by Israel are finding ways to get there anyway. ",https://www.nytimes.com/2022/04/29/world/middleeast/israel-palestine-aqsa-mosque.html ,"Fri, 29 Apr 2022 15:41:40 +0000 "
Boris Becker Sentenced to Prison for Hiding Assets in Bankruptcy ,The former tennis champion was found guilty by a London court on charges related to his 2017 insolvency. ,https://www.nytimes.com/2022/04/29/world/europe/boris-becker-sentenced-bankruptcy.html ,"Fri, 29 Apr 2022 17:09:51 +0000 "
Ramadan Nights Provide Cherished Pause in Tense Sudan ,"“We come here to forget it all,” one young musician said during the daily end of the fast. “The heat, the electricity cuts, the protests. Here, at least, we can sing.” ",https://www.nytimes.com/2022/04/28/world/africa/sudan-ramadan-protests.html ,"Fri, 29 Apr 2022 02:34:37 +0000 "
Millions of South Koreans Could Soon Get Younger (on Paper) ,"South Korea has three ways of calculating age, often adding a year or two to the international standard. The incoming president wants to change that. ",https://www.nytimes.com/2022/04/29/world/asia/south-korea-age-yoon.html ,"Fri, 29 Apr 2022 14:14:15 +0000 "
"In Echo of Soviet Era, Russia's Movie Theaters Turn to Pirate Screenings ","In a Cold War throwback, some venues are showing bootleg versions after Hollywood studios pulled films from the country. Still, viewer numbers have tanked. ",https://www.nytimes.com/2022/04/29/movies/russia-movie-theaters-piracy.html ,"Fri, 29 Apr 2022 12:09:58 +0000 "
Ireland's Census Collects Time Capsules to Be Opened in 100 Years ,The makers of the survey included a space for people to write or draw a message. The contents of these so-called time capsules will be revealed in 100 years. ,https://www.nytimes.com/2022/04/29/world/europe/ireland-census-time-capsule.html ,"Fri, 29 Apr 2022 07:44:27 +0000 "
"In El Salvador, the President Cracks Down on Civil Liberties ","Much of the country's population is willing to tolerate an autocratic leader, if it means that someone will finally solve their most pressing problem: gang violence. ",https://www.nytimes.com/2022/04/28/world/americas/el-salvador-bukele-gangs.html ,"Fri, 29 Apr 2022 03:15:12 +0000 "
A Woman's Disappearance Sparks Outrage in Mexico Over Gender Violence ,"The case of Debanhi Escobar, 18, in Monterrey has ignited a national outcry over the government's failure to deliver justice for missing women. ",https://www.nytimes.com/2022/04/27/world/americas/debanhi-escobar-mexico.html ,"Wed, 27 Apr 2022 22:21:10 +0000 "
